"x", "y", "z", "gx", "gy", "gz", "ts"
0.029615239932388064, 0.04794467734917998, -0.2374719545572996, -1.002122959313914, -2.2673089721679687, -9.710881933593749, 1570121424977
0.029615239932388064, 0.04794467734917998, -0.2374719545572996, -1.002122959313914, -2.2673089721679687, -9.710881933593749, 1570121424994
-0.0007953607619274407, 0.007680942999111721, -0.05830372040867805, 0.04174888688239734, 0.0005985504150390625, -9.864859027862549, 1570121425127
0.005647550033451989, 0.007104100379915325, -0.06204466050267219, 0.048183308410644526, 0, -9.868599967956543, 1570121425144
0.006869031819538213, 0.0022238198083563473, -0.04468728298842907, 0.049530042277905154, -0.004938040924072265, -9.85124200592041, 1570121425160
-0.004105681753158569, 0.0008439862474479014, -0.049179918232560155, 0.03890577697753906, -0.008678981018066407, -9.855731134033203, 1570121425177
-0.0009857596343383192, 0.0023390533898374997, -0.05337561635673046, 0.0430956298828125, -0.007930792999267577, -9.859920986938477, 1570121425194
0.0007034675276605412, -0.010750428413704502, -0.04693301608860492, 0.04369418029785156, -0.01705868739943544, -9.853486569976805, 1570121425209
-0.0004241893619764596, -0.00011396863957925233, -0.058012043985724446, 0.04399345550537109, -0.006284779928732314, -9.864559752655028, 1570121425227
-0.0007738202169770374, 0.012845393682247958, -0.04439736013114452, 0.04414309310913086, 0.006883329772949218, -9.85094273071289, 1570121425244
-0.0038039177610306066, -0.006523897901497548, -0.04633738828301429, 0.040102877807617184, -0.011522095489501952, -9.852888019561767, 1570121425260
-0.004519747013342567, 0.004017930404469371, -0.03945230494439601, 0.03890577697753906, -0.001197100830078125, -9.846004689788817, 1570121425277
0.0013483367358800022, -0.008529256649338639, -0.04842997664809227, 0.044592005920410155, -0.014514847564697266, -9.854982946014404, 1570121425294
0.0024871360740391537, 0.006109439344846759, -0.05127309111952781, 0.04563946914672851, 0.0001496370329376077, -9.85782606048584, 1570121425310
0.003519036405044608, 0.005572617067140527, -0.042892800787091255, 0.04668693237304687, 0.0004489128112792969, -9.849446354675292, 1570121425327
-0.0028362463392317292, 0.010595973070932086, -0.04603519046604633, 0.04025251084479969, 0.004938040353250107, -9.852588744354247, 1570121425344
0.0012362546635325997, -0.0037298330364457797, -0.04588321477472782, 0.04384381790161133, -0.009427169036865234, -9.852439106750488, 1570121425360
-0.004983770628785714, 0.0009429325602977769, -0.061596916735172265, 0.0378583137512207, -0.005536591339111328, -9.868151055145264, 1570121425377
0.006124579260940663, 0.006294178515562089, -0.053667292779684066, 0.049230771636962885, 5.708221578970551e-10, -9.860220262145996, 1570121425394
