upup(17), -62,27,6,-63,24,10,-50,32,24,-62,121,116,-123,105,83,108,-20,-19,-5,-74,0,22,71,-49,-17,99,108,-45,19,20,-3,-5,10,18,23,32,13,41,41,-10,52,50,-29,57,62,-46,54,42,-55,36,28
upup(18), -60,20,3,-62,21,6,-72,19,16,-64,26,27,-47,7,33,-29,93,103,88,-95,-120,27,43,54,-82,-79,-29,22,-68,71,-36,94,-23,-3,100,86,-28,49,18,0,17,11,38,26,32,39,40,38,32,35,39,36,32,37
upup(19), 33,28,48,29,27,45,14,30,33,-10,32,29,-31,11,49,-51,29,65,-37,-128,-87,-122,-78,-46,7,35,94,-94,-98,-60,29,-53,46,8,-109,-20,-99,90,114,-49,-55,-27,48,-50,3,68,34,15,64,20,16,56,19,21,48,16,23
upup(19), -46,43,45,-63,25,46,-62,43,46,-59,-107,120,105,126,-123,67,-35,48,-54,-100,-18,-15,57,94,4,-81,-17,-66,97,78,-62,-15,12,20,-13,2,52,20,25,52,29,40,49,28,42,28,24,44,8,28,50,-15,49,50,-34,52,52
upup(20), -54,15,23,-63,9,22,-63,4,18,-48,42,37,-76,-70,-93,49,99,111,84,-59,15,-19,-82,-8,20,72,63,14,-13,-96,-100,117,53,-66,-4,19,-7,-22,-9,45,6,-8,35,35,10,22,56,27,-5,54,37,-29,56,49,-38,49,38,-50,49,30
upup(21), -38,49,38,-50,49,30,-64,44,25,-63,40,24,-55,29,20,-57,12,23,-46,44,33,-75,103,101,119,96,123,124,-8,6,-34,-84,-54,14,-7,39,-21,109,-26,11,90,122,-41,-1,35,-10,-43,-6,21,-8,16,17,45,49,-25,58,65,-39,54,61,-43,49,44
upup(18), -39,54,61,-43,49,44,-50,45,28,-55,37,24,-49,38,26,-42,65,41,-73,102,91,94,115,114,103,27,50,-66,-66,-64,38,-30,32,30,73,-54,-31,92,-78,-60,22,39,-2,-18,-8,62,3,10,66,18,34,53,29,36
upup(19), -31,61,63,-43,50,58,-53,40,43,-63,28,37,-53,31,26,-24,96,67,-89,-119,107,117,87,59,-112,-12,9,12,-68,-51,93,22,27,8,106,-51,-28,57,77,-18,3,1,26,1,0,58,22,26,64,27,32,56,29,38,48,26,31
upup(23), 45,21,36,44,19,42,34,17,23,5,9,18,-43,27,39,-114,57,28,-115,54,38,-72,54,27,-41,44,32,-29,93,51,91,-106,92,10,61,75,112,-62,-45,-11,-58,3,40,90,109,-68,100,-55,-81,75,72,-51,19,26,7,-7,6,59,2,-1,64,22,0,58,20,9,60,23,13
upup(28), 53,18,17,49,19,15,15,2,8,-27,7,18,-89,66,55,-115,79,38,-79,71,39,-41,55,32,-30,90,46,105,115,76,43,69,63,123,-21,-20,-14,-75,-28,51,47,75,-70,120,-38,-78,64,81,-60,-9,12,10,-27,-17,14,6,35,9,52,48,-43,60,61,-82,66,43,-82,43,34,-62,38,7,-55,33,11,-60,31,8,-66,28,7,-59,23,5
upup(22), -65,18,8,-64,18,10,-54,59,14,-89,-125,64,24,126,91,43,12,30,-73,-99,-57,60,-38,54,-43,94,-52,-57,87,-125,-62,38,44,-43,-12,6,12,-24,-10,2,25,50,-2,68,41,-68,69,45,-97,57,45,-60,36,13,-48,30,16,-67,16,11,-62,18,10,-61,17,11
upup(21), -61,25,13,-58,23,16,-47,94,22,-102,123,64,45,85,83,78,-28,-7,-3,-73,-67,67,40,43,-47,-126,-19,-82,68,98,-63,-14,17,31,-33,-42,24,7,13,4,43,39,-11,54,51,-53,64,42,-86,58,35,-71,44,18,-50,35,19,-50,33,19,-60,35,17
upup(20), -50,33,19,-60,35,17,-60,28,14,-54,22,14,-53,24,15,-59,31,18,-59,36,23,-40,68,27,-93,-82,122,53,-120,-88,56,-64,67,-67,111,-42,-80,11,45,126,118,-12,-50,115,-96,-106,37,67,-52,-55,-11,0,-26,-28,-6,71,20,-33,82,31
upup(21), -61,25,13,-58,20,9,-58,17,19,-58,91,29,126,-55,-117,36,90,82,67,-96,4,-29,-108,13,52,-127,-113,-29,106,-34,-122,49,78,-46,-69,-68,21,-12,16,0,55,44,-20,57,47,-66,66,40,-84,59,19,-71,31,1,-60,34,4,-58,31,5,-62,26,7
upup(19), -58,18,-1,-57,13,2,-46,64,-18,-86,-105,64,34,-124,78,78,-48,-10,-22,-114,-15,23,76,64,-46,-120,-34,-90,76,87,-73,-12,14,17,-16,-20,50,22,31,41,56,41,22,51,34,2,45,33,-16,49,32,-36,56,24,-53,51,15
upup(19), -67,24,0,-60,2,-9,-54,3,5,-53,92,-3,126,-88,108,65,47,44,-80,-88,-51,-3,-38,12,-12,110,-61,-71,82,-88,-102,22,39,4,-27,-30,42,-1,13,32,37,33,17,43,50,-2,47,40,-32,43,41,-43,50,43,-53,50,35
upup(20), -62,33,13,-57,18,5,-46,16,5,-71,108,36,80,-109,80,74,8,34,-44,-76,-56,8,-16,29,50,123,-94,-61,92,-79,-85,27,39,-20,-19,3,29,-1,-7,27,35,27,8,57,36,-31,54,41,-57,53,40,-61,43,31,-63,39,29,-55,35,27
upup(22), -55,35,27,-57,33,28,-58,26,25,-60,18,23,-60,14,23,-59,14,22,-50,25,29,-54,80,50,-104,113,91,100,72,78,-104,-7,12,2,-74,-79,-4,-9,27,-9,31,61,-34,100,-68,-67,82,-114,-103,45,73,-41,-40,-6,13,-37,10,20,33,20,-3,46,40,-24,50,44
upup(21), -55,30,18,-58,30,18,-47,72,14,-69,97,52,99,120,112,96,21,34,-39,-63,-68,0,-20,16,29,56,98,-47,102,-43,-92,88,110,-93,-3,27,10,-36,-45,27,18,30,12,59,41,-29,62,65,-49,47,63,-52,43,50,-46,40,39,-41,40,39,-37,38,36
swiperight(14), -60,35,12,-57,34,8,-52,47,14,-62,44,-126,101,7,-58,3,23,-100,24,-35,95,82,38,-103,7,53,8,11,57,-1,4,66,5,-5,58,13,-6,68,21,-14,64,28
swiperight(14), -65,30,29,-67,32,30,-59,29,28,-58,25,21,-49,41,23,-47,78,69,-96,6,-98,16,-27,-69,1,-44,-85,17,14,55,108,-4,-79,-16,82,0,-1,70,20,-20,60,2
swiperight(15), -23,47,35,-32,38,45,-43,26,55,-46,19,63,-42,26,62,-42,31,51,-33,35,72,-29,34,124,97,-47,-27,3,15,-101,50,-10,66,-111,12,-22,-28,40,-42,-3,62,-40,0,63,-30
swiperight(16), -13,52,29,-21,53,37,-32,49,41,-42,52,50,-49,46,33,-46,53,44,-37,57,88,-47,6,-106,120,18,-118,74,13,98,102,22,36,-88,31,-27,-35,45,-34,-29,64,-5,-13,66,21,-10,49,24
swiperight(16), -78,40,31,-65,31,25,-60,27,22,-59,30,20,-53,42,25,-41,54,47,-45,24,-126,88,-33,-72,5,0,-69,44,-8,83,-125,24,-15,-32,58,-42,7,77,-23,20,63,4,14,64,0,19,61,6
swiperight(16), -57,44,62,-63,33,50,-68,32,47,-71,35,40,-52,49,28,-30,79,66,-58,29,-85,89,8,-123,72,-14,115,99,49,30,-88,44,-29,-38,61,-26,-19,59,12,-28,56,35,-43,42,47,-68,31,47
swiperight(14), -56,30,17,-52,41,15,-42,71,47,-73,12,-66,15,-6,-54,1,-46,-90,34,23,2,-67,59,-66,14,47,10,6,48,14,-13,52,13,-37,62,15,-55,42,16,-75,44,18
swiperight(16), -55,42,16,-75,44,18,-72,37,23,-66,29,24,-57,25,22,-56,19,16,-60,22,10,-59,60,16,-61,97,-99,40,52,-113,64,-5,82,-113,-4,-13,-71,-10,-65,-10,54,-30,-2,54,9,-21,63,29
swiperight(17), -62,24,23,-53,24,9,-46,32,-4,-42,80,-2,-8,45,-120,61,-67,-32,2,-8,-68,18,8,104,119,27,13,-71,32,-45,-16,65,-22,-1,47,8,-11,58,13,-19,70,20,-33,75,17,-37,54,25,-42,52,28
swiperight(16), -58,17,6,-59,29,7,-57,52,8,-39,70,70,-107,2,-52,7,22,-88,8,8,127,77,42,25,-128,60,-72,-1,60,-17,3,68,-4,2,69,5,0,59,14,-11,54,19,-1,48,56,-22,56,54
swiperight(15), -57,51,14,-50,73,14,-26,74,79,-93,13,-89,33,17,126,37,36,90,87,53,26,-90,71,-24,-19,71,-42,7,59,-5,10,62,0,4,61,0,-1,50,-2,-4,59,6,-14,60,15
swiperight(15), -66,38,30,-56,46,56,-55,35,69,-91,-29,-116,31,-36,-101,1,-2,-125,67,65,61,-113,84,-12,-19,88,-63,23,56,0,18,72,-2,23,60,0,24,62,0,18,61,0,12,56,3
swiperight(14), -52,54,35,-56,40,30,-60,43,25,-52,46,23,-39,68,39,-45,29,-120,81,1,-87,46,19,100,80,47,11,-119,23,-100,1,71,1,9,60,9,3,61,15,-3,66,17
swiperight(14), -47,36,32,-63,35,37,-69,34,33,-64,37,28,-49,47,35,-35,38,-124,119,3,-91,82,28,119,100,38,23,-92,-9,-57,-32,62,-27,-14,61,-10,-29,53,6,-36,58,22
swiperight(11), -29,53,6,-36,58,22,-46,53,35,-56,30,33,-75,37,29,-80,31,13,-63,35,4,-33,60,45,-33,38,74,-67,22,79,-91,33,72
swiperight(11), -67,22,79,-91,33,72,-89,51,44,-80,59,8,-47,42,-13,-21,54,5,-15,50,15,-28,44,30,-33,47,39,-49,42,37,-62,31,33
swiperight(16), -49,42,37,-62,31,33,-77,40,37,-64,38,31,-55,39,23,-48,52,41,-47,117,90,-50,36,-122,-56,-49,-117,-108,62,117,-106,-128,13,-72,95,-52,-17,72,-33,-2,57,-1,-4,56,4,-10,61,10
swiperight(16), -46,42,28,-59,45,35,-53,68,31,-39,68,36,-14,54,59,-35,-15,122,-90,5,117,-123,44,105,-112,80,42,-99,44,0,-58,28,-53,-16,45,-30,-7,53,-7,-14,60,3,-26,57,24,-38,50,32
swiperight(14), -36,76,26,-20,84,41,-6,61,63,-17,31,-116,-68,36,103,-116,75,38,-98,64,-32,-40,89,-64,7,62,-6,6,61,9,-3,57,4,-17,56,8,-29,57,16,-40,54,20
swiperight(15), -62,29,15,-64,18,17,-58,25,16,-63,42,12,-62,52,14,-52,59,24,-30,54,72,-56,-2,-95,113,10,-123,79,27,93,105,71,-12,-71,29,-42,2,62,10,7,60,8,0,65,9
swiperight(15), -42,33,30,-54,43,40,-56,56,63,-54,15,122,126,-17,-87,67,19,118,102,22,62,-104,34,-24,-29,30,-67,10,56,-10,10,48,5,-3,55,14,-20,62,22,-36,58,29,-46,57,28
swipeleft(17), -23,53,27,-21,54,24,-20,62,20,-23,72,19,-21,60,20,-21,61,26,-16,58,29,10,76,44,-60,76,6,126,20,-5,85,20,68,30,17,-115,-92,23,-109,-49,59,93,-43,76,35,-70,72,14,-77,46,13
swipeleft(15), -34,59,74,-41,70,64,-97,25,-26,103,35,15,42,21,39,39,28,-91,-114,6,-103,-22,7,91,-18,48,42,-68,62,19,-74,46,10,-65,33,16,-72,26,28,-65,25,31,-53,30,32
swipeleft(12), -117,109,17,122,94,23,93,95,59,118,77,102,-29,31,124,-10,54,86,-36,72,36,-62,78,21,-70,61,13,-71,49,5,-65,44,14,-56,38,25
swipeleft(16), -65,44,14,-56,38,25,-47,45,35,-37,50,41,-28,48,42,-20,49,47,-24,43,43,-33,14,24,-54,51,7,72,19,18,10,17,98,106,25,89,-67,26,69,-30,17,32,-17,52,27,-14,60,30
swipeleft(15), -9,74,41,-10,91,35,-5,85,14,5,104,12,-85,42,-45,100,-9,-48,-123,92,70,-86,31,-127,-41,54,98,-41,79,50,-50,88,18,-63,73,6,-69,49,6,-66,34,22,-63,31,36
swipeleft(14), -66,34,22,-63,31,36,-57,39,49,-42,42,48,-26,52,48,-16,53,49,-11,40,29,-43,15,-34,105,17,34,19,71,76,-109,88,102,-69,32,88,-24,10,23,-32,38,12
swipeleft(14), -54,32,35,-43,34,45,-32,35,48,-21,48,49,-26,62,49,-30,87,31,-105,-126,-16,113,68,-23,-126,16,69,-107,4,112,-29,45,77,-38,82,41,-57,86,16,-67,75,0
swipeleft(14), -34,49,36,-26,51,37,-16,46,39,-11,48,47,-31,90,47,117,74,-25,98,4,33,70,38,93,-69,36,104,-37,38,71,-14,50,52,-26,67,47,-48,68,35,-63,61,27
swipeleft(14), -33,56,55,-19,38,40,-12,28,27,-10,17,2,-112,30,-18,66,27,54,26,59,99,-84,52,51,-43,18,40,-18,38,24,-13,63,17,-4,51,21,-7,59,15,-10,60,22
swipeleft(13), -4,89,37,-16,95,9,-56,54,-25,-97,27,-33,106,21,24,30,70,121,-74,57,63,-64,57,27,-71,66,12,-71,59,-1,-73,54,5,-74,39,15,-67,36,24
swipeleft(13), -9,65,47,-24,76,26,-85,73,-36,-115,-11,9,66,36,47,115,123,-128,-74,82,74,-47,48,14,-55,78,8,-65,78,12,-65,65,25,-58,54,43,-37,47,47
swipeleft(13), -58,54,43,-37,47,47,-23,53,48,-8,50,35,3,39,11,6,27,-10,-64,-4,-50,82,-1,56,17,89,118,-109,69,65,-46,11,53,-43,31,37,-56,38,26
swipeleft(17), -43,31,37,-56,38,26,-79,49,30,-91,65,32,-79,56,28,-45,46,26,-11,50,31,1,62,16,-11,89,-16,-50,71,-70,123,1,-64,51,50,33,-56,39,70,-53,79,63,-55,89,4,-69,78,-17,-78,53,-4
swipeleft(12), -21,27,25,-15,12,1,-96,17,-16,48,5,66,26,34,58,-97,46,62,-44,23,48,-25,40,31,-22,62,21,-4,57,11,5,65,13,-2,63,13
swipeleft(14), 5,65,13,-2,63,13,-4,69,16,-5,74,20,-3,75,16,0,83,10,1,90,-7,-81,67,-42,-110,20,-49,122,34,29,77,45,104,-97,68,83,-73,76,41,-71,80,10
swipeleft(15), -57,36,40,-44,42,45,-38,45,43,-30,46,42,-19,52,47,-15,113,57,109,106,-6,74,0,31,70,25,22,7,124,113,-94,102,41,-56,86,37,-55,87,1,-68,59,0,-74,34,8
swipeleft(15), -68,59,0,-74,34,8,-73,33,19,-64,34,29,-53,48,47,-31,57,54,-21,45,61,-32,8,18,-94,31,-37,45,-10,28,2,50,73,-123,54,53,-45,24,52,-21,41,34,-34,61,19
swipeleft(15), -21,62,27,-22,69,24,-20,60,23,-17,57,27,-16,119,43,-63,124,12,126,26,-19,99,5,28,11,70,126,-92,81,65,-78,65,61,-61,63,32,-59,70,38,-54,66,35,-55,62,39
swipeleft(14), 5,57,28,1,55,9,-15,58,-24,-77,31,-36,59,-24,23,31,120,118,-126,77,58,-58,15,27,-61,64,22,-50,57,7,-59,56,3,-71,43,8,-86,46,20,-84,41,27
swipeleft(15), 1,70,32,12,71,37,-19,70,-3,-86,20,-45,118,31,-11,18,30,63,64,100,114,127,77,92,-70,36,26,-69,86,33,-62,72,12,-74,62,17,-87,46,17,-76,39,35,-54,34,46
swipeleft(15), -76,39,35,-54,34,46,-43,29,56,-37,33,54,-36,53,47,-31,65,48,-29,69,36,-44,65,8,-82,40,-11,121,49,6,68,45,54,85,48,84,-113,61,87,-101,40,56,-80,55,46
swipeleft(16), -14,52,47,-16,71,48,-28,73,32,-58,55,-17,-85,66,-3,-124,32,31,93,24,65,67,64,98,-107,74,72,-73,55,52,-52,67,33,-54,65,16,-80,45,18,-83,23,17,-73,20,31,-60,26,33
