subset,label,person,id,acceleration,time,dimension
train,swipeleft,james,124,-12.0,0.3,y
train,swipeleft,james,124,-32.0,0.3,z
train,swipeleft,james,124,-11.0,0.4,x
train,swipeleft,james,124,-1.0,0.4,y
train,swipeleft,james,124,-32.0,0.4,z
train,swipeleft,james,124,-13.0,0.5,x
train,swipeleft,james,124,12.0,0.5,y
train,swipeleft,james,124,-30.0,0.5,z
train,swipeleft,james,124,-16.0,0.6,x
train,swipeleft,james,124,33.0,0.6,y
train,swipeleft,james,124,-18.0,0.6,z
train,swipeleft,james,124,0.0,0.7,x
train,swipeleft,james,124,-10.0,0.7,y
train,swipeleft,james,124,-45.0,0.7,z
train,swipeleft,james,124,-24.0,0.8,x
train,swipeleft,james,124,-45.0,0.8,y
train,swipeleft,james,124,-24.0,0.8,z
train,swipeleft,james,124,-20.0,0.9,x
train,swipeleft,james,124,-13.0,0.9,y
train,swipeleft,james,124,-17.0,0.9,z
train,swipeleft,james,124,-19.0,1.0,x
train,swipeleft,james,124,-7.0,1.0,y
train,swipeleft,james,124,-25.0,1.0,z
train,swipeleft,james,124,-19.0,1.1,x
train,swipeleft,james,124,-11.0,1.1,y
train,swipeleft,james,124,-23.0,1.1,z
train,swipeleft,james,125,-11.0,0.0,x
train,swipeleft,james,125,-23.0,0.0,y
train,swipeleft,james,125,-25.0,0.0,z
train,swipeleft,james,125,-7.0,0.1,x
train,swipeleft,james,125,-14.0,0.1,y
train,swipeleft,james,125,-33.0,0.1,z
train,swipeleft,james,125,-8.0,0.2,x
train,swipeleft,james,125,-8.0,0.2,y
train,swipeleft,james,125,-34.0,0.2,z
train,swipeleft,james,125,-11.0,0.3,x
train,swipeleft,james,125,19.0,0.3,y
train,swipeleft,james,125,-28.0,0.3,z
train,swipeleft,james,125,-15.0,0.4,x
train,swipeleft,james,125,18.0,0.4,y
train,swipeleft,james,125,-28.0,0.4,z
train,swipeleft,james,125,-11.0,0.5,x
train,swipeleft,james,125,30.0,0.5,y
train,swipeleft,james,125,-20.0,0.5,z
train,swipeleft,james,125,-12.0,0.6,x
train,swipeleft,james,125,-15.0,0.6,y
train,swipeleft,james,125,-21.0,0.6,z
train,swipeleft,james,125,-33.0,0.7,x
train,swipeleft,james,125,-38.0,0.7,y
train,swipeleft,james,125,-13.0,0.7,z
train,swipeleft,james,125,-24.0,0.8,x
train,swipeleft,james,125,-15.0,0.8,y
train,swipeleft,james,125,-13.0,0.8,z
train,swipeleft,james,125,-25.0,0.9,x
train,swipeleft,james,125,-10.0,0.9,y
train,swipeleft,james,125,-17.0,0.9,z
train,swipeleft,james,125,-25.0,1.0,x
train,swipeleft,james,125,-9.0,1.0,y
train,swipeleft,james,125,-18.0,1.0,z
train,swipeleft,james,125,-24.0,1.1,x
train,swipeleft,james,125,-11.0,1.1,y
train,swipeleft,james,125,-17.0,1.1,z
train,swipeleft,james,126,-9.0,0.0,x
train,swipeleft,james,126,-7.0,0.0,y
train,swipeleft,james,126,-35.0,0.0,z
train,swipeleft,james,126,-13.0,0.1,x
train,swipeleft,james,126,-1.0,0.1,y
train,swipeleft,james,126,-29.0,0.1,z
train,swipeleft,james,126,-15.0,0.2,x
train,swipeleft,james,126,3.0,0.2,y
train,swipeleft,james,126,-28.0,0.2,z
train,swipeleft,james,126,-18.0,0.3,x
train,swipeleft,james,126,13.0,0.3,y
train,swipeleft,james,126,-25.0,0.3,z
train,swipeleft,james,126,-12.0,0.4,x
train,swipeleft,james,126,34.0,0.4,y
train,swipeleft,james,126,-13.0,0.4,z
train,swipeleft,james,126,-5.0,0.5,x
train,swipeleft,james,126,-9.0,0.5,y
train,swipeleft,james,126,-35.0,0.5,z
train,swipeleft,james,126,-22.0,0.6,x
train,swipeleft,james,126,-35.0,0.6,y
train,swipeleft,james,126,-19.0,0.6,z
train,swipeleft,james,126,-19.0,0.7,x
train,swipeleft,james,126,-13.0,0.7,y
train,swipeleft,james,126,-18.0,0.7,z
train,swipeleft,james,126,-19.0,0.8,x
train,swipeleft,james,126,-11.0,0.8,y
train,swipeleft,james,126,-21.0,0.8,z
train,swipeleft,james,126,-19.0,0.9,x
train,swipeleft,james,126,-14.0,0.9,y
train,swipeleft,james,126,-23.0,0.9,z
train,swipeleft,james,126,-19.0,1.0,x
train,swipeleft,james,126,-13.0,1.0,y
train,swipeleft,james,126,-22.0,1.0,z
train,swipeleft,james,126,-19.0,1.1,x
train,swipeleft,james,126,-13.0,1.1,y
train,swipeleft,james,126,-20.0,1.1,z
train,swipeleft,james,127,-21.0,0.0,x
train,swipeleft,james,127,7.0,0.0,y
train,swipeleft,james,127,-22.0,0.0,z
train,swipeleft,james,127,-22.0,0.1,x
train,swipeleft,james,127,8.0,0.1,y
train,swipeleft,james,127,-22.0,0.1,z
train,swipeleft,james,127,-20.0,0.2,x
train,swipeleft,james,127,30.0,0.2,y
train,swipeleft,james,127,-19.0,0.2,z
train,swipeleft,james,127,-2.0,0.3,x
train,swipeleft,james,127,-3.0,0.3,y
train,swipeleft,james,127,-37.0,0.3,z
train,swipeleft,james,127,-25.0,0.4,x
train,swipeleft,james,127,-52.0,0.4,y
train,swipeleft,james,127,-23.0,0.4,z
train,swipeleft,james,127,-20.0,0.5,x
train,swipeleft,james,127,-20.0,0.5,y
train,swipeleft,james,127,-14.0,0.5,z
train,swipeleft,james,127,-19.0,0.6,x
train,swipeleft,james,127,-11.0,0.6,y
train,swipeleft,james,127,-24.0,0.6,z
train,swipeleft,james,127,-19.0,0.7,x
train,swipeleft,james,127,-10.0,0.7,y
train,swipeleft,james,127,-23.0,0.7,z
train,swipeleft,james,127,-20.0,0.8,x
train,swipeleft,james,127,-11.0,0.8,y
train,swipeleft,james,127,-22.0,0.8,z
train,swipeleft,james,127,-20.0,0.9,x
train,swipeleft,james,127,-13.0,0.9,y
train,swipeleft,james,127,-21.0,0.9,z
train,swipeleft,james,127,-19.0,1.0,x
train,swipeleft,james,127,-14.0,1.0,y
train,swipeleft,james,127,-21.0,1.0,z
train,swipeleft,james,128,-22.0,0.0,x
train,swipeleft,james,128,-25.0,0.0,y
train,swipeleft,james,128,-3.0,0.0,z
train,swipeleft,james,128,-23.0,0.1,x
train,swipeleft,james,128,-23.0,0.1,y
train,swipeleft,james,128,-4.0,0.1,z
train,swipeleft,james,128,-24.0,0.2,x
train,swipeleft,james,128,-13.0,0.2,y
train,swipeleft,james,128,-10.0,0.2,z
train,swipeleft,james,128,-25.0,0.3,x
train,swipeleft,james,128,-9.0,0.3,y
train,swipeleft,james,128,-13.0,0.3,z
train,swipeleft,james,128,-23.0,0.4,x
train,swipeleft,james,128,-6.0,0.4,y
train,swipeleft,james,128,-19.0,0.4,z
train,swipeleft,james,128,-17.0,0.5,x
train,swipeleft,james,128,-10.0,0.5,y
train,swipeleft,james,128,-31.0,0.5,z
train,swipeleft,james,128,-2.0,0.6,x
train,swipeleft,james,128,-35.0,0.6,y
train,swipeleft,james,128,-25.0,0.6,z
train,swipeleft,james,128,-19.0,0.7,x
train,swipeleft,james,128,-37.0,0.7,y
train,swipeleft,james,128,3.0,0.7,z
train,swipeleft,james,128,-21.0,0.8,x
train,swipeleft,james,128,-19.0,0.8,y
train,swipeleft,james,128,-4.0,0.8,z
train,swipeleft,james,128,-19.0,0.9,x
train,swipeleft,james,128,-25.0,0.9,y
train,swipeleft,james,128,-9.0,0.9,z
train,swipeleft,james,128,-19.0,1.0,x
train,swipeleft,james,128,-24.0,1.0,y
train,swipeleft,james,128,-12.0,1.0,z
train,swipeleft,james,129,-24.0,0.0,x
train,swipeleft,james,129,-11.0,0.0,y
train,swipeleft,james,129,-18.0,0.0,z
train,swipeleft,james,129,-24.0,0.1,x
train,swipeleft,james,129,-11.0,0.1,y
train,swipeleft,james,129,-16.0,0.1,z
train,swipeleft,james,129,-24.0,0.2,x
train,swipeleft,james,129,-11.0,0.2,y
train,swipeleft,james,129,-13.0,0.2,z
train,swipeleft,james,129,-21.0,0.3,x
train,swipeleft,james,129,-17.0,0.3,y
train,swipeleft,james,129,-15.0,0.3,z
train,swipeleft,james,129,-13.0,0.4,x
train,swipeleft,james,129,-25.0,0.4,y
train,swipeleft,james,129,-25.0,0.4,z
train,swipeleft,james,129,-5.0,0.5,x
train,swipeleft,james,129,-23.0,0.5,y
train,swipeleft,james,129,-32.0,0.5,z
train,swipeleft,james,129,-7.0,0.6,x
train,swipeleft,james,129,-5.0,0.6,y
train,swipeleft,james,129,-37.0,0.6,z
train,swipeleft,james,129,0.0,0.7,x
train,swipeleft,james,129,18.0,0.7,y
train,swipeleft,james,129,-33.0,0.7,z
train,swipeleft,james,129,0.0,0.8,x
train,swipeleft,james,129,30.0,0.8,y
train,swipeleft,james,129,-22.0,0.8,z
train,swipeleft,james,129,-9.0,0.9,x
train,swipeleft,james,129,33.0,0.9,y
train,swipeleft,james,129,-32.0,0.9,z
train,swipeleft,james,129,-10.0,1.0,x
train,swipeleft,james,129,-43.0,1.0,y
train,swipeleft,james,129,-7.0,1.0,z
train,swipeleft,james,129,-30.0,1.1,x
train,swipeleft,james,129,-21.0,1.1,y
train,swipeleft,james,129,-10.0,1.1,z
train,swipeleft,james,129,-25.0,1.2,x
train,swipeleft,james,129,-10.0,1.2,y
train,swipeleft,james,129,-13.0,1.2,z
train,swipeleft,james,130,0.0,0.0,x
train,swipeleft,james,130,-24.0,0.0,y
train,swipeleft,james,130,-8.0,0.0,z
train,swipeleft,james,130,0.0,0.1,x
train,swipeleft,james,130,-32.0,0.1,y
train,swipeleft,james,130,-7.0,0.1,z
train,swipeleft,james,130,-2.0,0.2,x
train,swipeleft,james,130,-31.0,0.2,y
train,swipeleft,james,130,-12.0,0.2,z
train,swipeleft,james,130,1.0,0.3,x
train,swipeleft,james,130,-47.0,0.3,y
train,swipeleft,james,130,-16.0,0.3,z
train,swipeleft,james,130,-2.0,0.4,x
train,swipeleft,james,130,-27.0,0.4,y
train,swipeleft,james,130,-14.0,0.4,z
train,swipeleft,james,130,-7.0,0.5,x
train,swipeleft,james,130,-29.0,0.5,y
train,swipeleft,james,130,-6.0,0.5,z
train,swipeleft,james,130,-9.0,0.6,x
train,swipeleft,james,130,-36.0,0.6,y
train,swipeleft,james,130,5.0,0.6,z
train,swipeleft,james,130,-11.0,0.7,x
train,swipeleft,james,130,-38.0,0.7,y
train,swipeleft,james,130,21.0,0.7,z
train,swipeleft,james,130,-10.0,0.8,x
train,swipeleft,james,130,-25.0,0.8,y
train,swipeleft,james,130,27.0,0.8,z
train,swipeleft,james,130,-13.0,0.9,x
train,swipeleft,james,130,-18.0,0.9,y
train,swipeleft,james,130,14.0,0.9,z
train,swipeleft,james,130,-8.0,1.0,x
train,swipeleft,james,130,-16.0,1.0,y
train,swipeleft,james,130,-8.0,1.0,z
train,swipeleft,james,130,-6.0,1.1,x
train,swipeleft,james,130,5.0,1.1,y
train,swipeleft,james,130,-19.0,1.1,z
train,swipeleft,james,130,19.0,1.2,x
train,swipeleft,james,130,-11.0,1.2,y
train,swipeleft,james,130,-40.0,1.2,z
train,swipeleft,james,130,5.0,1.3,x
train,swipeleft,james,130,-60.0,1.3,y
train,swipeleft,james,130,1.0,1.3,z
train,swipeleft,james,130,-19.0,1.4,x
train,swipeleft,james,130,-23.0,1.4,y
train,swipeleft,james,130,-4.0,1.4,z
train,swipeleft,james,130,-3.0,1.5,x
train,swipeleft,james,130,-34.0,1.5,y
train,swipeleft,james,130,-10.0,1.5,z
train,swipeleft,james,130,0.0,1.6,x
train,swipeleft,james,130,-36.0,1.6,y
train,swipeleft,james,130,-10.0,1.6,z
train,swipeleft,james,131,-25.0,0.0,x
train,swipeleft,james,131,-11.0,0.0,y
train,swipeleft,james,131,-16.0,0.0,z
train,swipeleft,james,131,-25.0,0.1,x
train,swipeleft,james,131,-10.0,0.1,y
train,swipeleft,james,131,-14.0,0.1,z
train,swipeleft,james,131,-24.0,0.2,x
train,swipeleft,james,131,-12.0,0.2,y
train,swipeleft,james,131,-12.0,0.2,z
train,swipeleft,james,131,-20.0,0.3,x
train,swipeleft,james,131,-27.0,0.3,y
train,swipeleft,james,131,-17.0,0.3,z
train,swipeleft,james,131,-5.0,0.4,x
train,swipeleft,james,131,-33.0,0.4,y
train,swipeleft,james,131,-23.0,0.4,z
train,swipeleft,james,131,-9.0,0.5,x
train,swipeleft,james,131,-8.0,0.5,y
train,swipeleft,james,131,-41.0,0.5,z
train,swipeleft,james,131,-4.0,0.6,x
train,swipeleft,james,131,15.0,0.6,y
train,swipeleft,james,131,-35.0,0.6,z
train,swipeleft,james,131,-2.0,0.7,x
train,swipeleft,james,131,30.0,0.7,y
train,swipeleft,james,131,-22.0,0.7,z
train,swipeleft,james,131,-16.0,0.8,x
train,swipeleft,james,131,12.0,0.8,y
train,swipeleft,james,131,-33.0,0.8,z
train,swipeleft,james,131,-19.0,0.9,x
train,swipeleft,james,131,-20.0,0.9,y
train,swipeleft,james,131,-7.0,0.9,z
train,swipeleft,james,131,-26.0,1.0,x
train,swipeleft,james,131,-14.0,1.0,y
train,swipeleft,james,131,-15.0,1.0,z
train,swipeleft,james,131,-27.0,1.1,x
train,swipeleft,james,131,-7.0,1.1,y
train,swipeleft,james,131,-18.0,1.1,z
train,swipeleft,james,131,-25.0,1.2,x
train,swipeleft,james,131,-7.0,1.2,y
train,swipeleft,james,131,-19.0,1.2,z
train,swipeleft,james,131,-25.0,1.3,x
train,swipeleft,james,131,-8.0,1.3,y
train,swipeleft,james,131,-19.0,1.3,z
train,swipeleft,james,131,-24.0,1.4,x
train,swipeleft,james,131,-6.0,1.4,y
train,swipeleft,james,131,-20.0,1.4,z
train,swipeleft,james,132,-6.0,0.0,x
train,swipeleft,james,132,-42.0,0.0,y
train,swipeleft,james,132,4.0,0.0,z
train,swipeleft,james,132,-11.0,0.1,x
train,swipeleft,james,132,-37.0,0.1,y
train,swipeleft,james,132,12.0,0.1,z
train,swipeleft,james,132,-13.0,0.2,x
train,swipeleft,james,132,-29.0,0.2,y
train,swipeleft,james,132,22.0,0.2,z
train,swipeleft,james,132,-13.0,0.3,x
train,swipeleft,james,132,-17.0,0.3,y
train,swipeleft,james,132,22.0,0.3,z
train,swipeleft,james,132,-11.0,0.4,x
train,swipeleft,james,132,-9.0,0.4,y
train,swipeleft,james,132,4.0,0.4,z
train,swipeleft,james,132,-10.0,0.5,x
train,swipeleft,james,132,-23.0,0.5,y
train,swipeleft,james,132,-18.0,0.5,z
train,swipeleft,james,132,20.0,0.6,x
train,swipeleft,james,132,35.0,0.6,y
train,swipeleft,james,132,-39.0,0.6,z
train,swipeleft,james,132,18.0,0.7,x
train,swipeleft,james,132,-48.0,0.7,y
train,swipeleft,james,132,-15.0,0.7,z
train,swipeleft,james,132,-13.0,0.8,x
train,swipeleft,james,132,-24.0,0.8,y
train,swipeleft,james,132,-9.0,0.8,z
train,swipeleft,james,132,-5.0,0.9,x
train,swipeleft,james,132,-21.0,0.9,y
train,swipeleft,james,132,-19.0,0.9,z
train,swipeleft,james,132,-1.0,1.0,x
train,swipeleft,james,132,-25.0,1.0,y
train,swipeleft,james,132,-23.0,1.0,z
train,swipeleft,james,132,-1.0,1.1,x
train,swipeleft,james,132,-27.0,1.1,y
train,swipeleft,james,132,-19.0,1.1,z
train,swipeleft,james,132,0.0,1.2,x
train,swipeleft,james,132,-30.0,1.2,y
train,swipeleft,james,132,-15.0,1.2,z
train,swipeleft,james,133,-21.0,0.0,x
train,swipeleft,james,133,-11.0,0.0,y
train,swipeleft,james,133,-21.0,0.0,z
train,swipeleft,james,133,-18.0,0.1,x
train,swipeleft,james,133,-10.0,0.1,y
train,swipeleft,james,133,-23.0,0.1,z
train,swipeleft,james,133,-12.0,0.2,x
train,swipeleft,james,133,-10.0,0.2,y
train,swipeleft,james,133,-28.0,0.2,z
train,swipeleft,james,133,-9.0,0.3,x
train,swipeleft,james,133,-10.0,0.3,y
train,swipeleft,james,133,-34.0,0.3,z
train,swipeleft,james,133,-10.0,0.4,x
train,swipeleft,james,133,-2.0,0.4,y
train,swipeleft,james,133,-32.0,0.4,z
train,swipeleft,james,133,-12.0,0.5,x
train,swipeleft,james,133,7.0,0.5,y
train,swipeleft,james,133,-31.0,0.5,z
train,swipeleft,james,133,-15.0,0.6,x
train,swipeleft,james,133,13.0,0.6,y
train,swipeleft,james,133,-31.0,0.6,z
train,swipeleft,james,133,-12.0,0.7,x
train,swipeleft,james,133,36.0,0.7,y
train,swipeleft,james,133,-21.0,0.7,z
train,swipeleft,james,133,6.0,0.8,x
train,swipeleft,james,133,0.0,0.8,y
train,swipeleft,james,133,-30.0,0.8,z
train,swipeleft,james,133,-30.0,0.9,x
train,swipeleft,james,133,-41.0,0.9,y
train,swipeleft,james,133,-16.0,0.9,z
train,swipeleft,james,133,-20.0,1.0,x
train,swipeleft,james,133,-6.0,1.0,y
train,swipeleft,james,133,-20.0,1.0,z
train,swipeleft,james,133,-24.0,1.1,x
train,swipeleft,james,133,-6.0,1.1,y
train,swipeleft,james,133,-20.0,1.1,z
train,swipeleft,james,134,0.0,0.0,x
train,swipeleft,james,134,-28.0,0.0,y
train,swipeleft,james,134,-9.0,0.0,z
train,swipeleft,james,134,5.0,0.1,x
train,swipeleft,james,134,-31.0,0.1,y
train,swipeleft,james,134,-11.0,0.1,z
train,swipeleft,james,134,9.0,0.2,x
train,swipeleft,james,134,-38.0,0.2,y
train,swipeleft,james,134,-10.0,0.2,z
train,swipeleft,james,134,3.0,0.3,x
train,swipeleft,james,134,-37.0,0.3,y
train,swipeleft,james,134,-5.0,0.3,z
train,swipeleft,james,134,1.0,0.4,x
train,swipeleft,james,134,-41.0,0.4,y
train,swipeleft,james,134,2.0,0.4,z
train,swipeleft,james,134,-4.0,0.5,x
train,swipeleft,james,134,-45.0,0.5,y
train,swipeleft,james,134,28.0,0.5,z
train,swipeleft,james,134,0.0,0.6,x
train,swipeleft,james,134,-19.0,0.6,y
train,swipeleft,james,134,31.0,0.6,z
train,swipeleft,james,134,-5.0,0.7,x
train,swipeleft,james,134,-11.0,0.7,y
train,swipeleft,james,134,12.0,0.7,z
train,swipeleft,james,134,-4.0,0.8,x
train,swipeleft,james,134,15.0,0.8,y
train,swipeleft,james,134,-20.0,0.8,z
train,swipeleft,james,134,23.0,0.9,x
train,swipeleft,james,134,29.0,0.9,y
train,swipeleft,james,134,-46.0,0.9,z
train,swipeleft,james,134,26.0,1.0,x
train,swipeleft,james,134,-60.0,1.0,y
train,swipeleft,james,134,13.0,1.0,z
train,swipeleft,james,134,-13.0,1.1,x
train,swipeleft,james,134,-27.0,1.1,y
train,swipeleft,james,134,-3.0,1.1,z
train,swipeleft,james,134,-6.0,1.2,x
train,swipeleft,james,134,-16.0,1.2,y
train,swipeleft,james,134,-15.0,1.2,z
train,swipeleft,james,134,0.0,1.3,x
train,swipeleft,james,134,-29.0,1.3,y
train,swipeleft,james,134,-20.0,1.3,z
train,swipeleft,james,134,2.0,1.4,x
train,swipeleft,james,134,-34.0,1.4,y
train,swipeleft,james,134,-19.0,1.4,z
train,swipeleft,james,134,0.0,1.5,x
train,swipeleft,james,134,-27.0,1.5,y
train,swipeleft,james,134,-17.0,1.5,z
train,swipeleft,james,135,-20.0,0.0,x
train,swipeleft,james,135,-14.0,0.0,y
train,swipeleft,james,135,-20.0,0.0,z
train,swipeleft,james,135,-19.0,0.1,x
train,swipeleft,james,135,-14.0,0.1,y
train,swipeleft,james,135,-22.0,0.1,z
train,swipeleft,james,135,-15.0,0.2,x
train,swipeleft,james,135,-16.0,0.2,y
train,swipeleft,james,135,-23.0,0.2,z
train,swipeleft,james,135,-12.0,0.3,x
train,swipeleft,james,135,-3.0,0.3,y
train,swipeleft,james,135,-34.0,0.3,z
train,swipeleft,james,135,-12.0,0.4,x
train,swipeleft,james,135,-5.0,0.4,y
train,swipeleft,james,135,-32.0,0.4,z
train,swipeleft,james,135,-16.0,0.5,x
train,swipeleft,james,135,5.0,0.5,y
train,swipeleft,james,135,-27.0,0.5,z
train,swipeleft,james,135,-21.0,0.6,x
train,swipeleft,james,135,9.0,0.6,y
train,swipeleft,james,135,-21.0,0.6,z
train,swipeleft,james,135,-20.0,0.7,x
train,swipeleft,james,135,26.0,0.7,y
train,swipeleft,james,135,-24.0,0.7,z
train,swipeleft,james,135,-17.0,0.8,x
train,swipeleft,james,135,6.0,0.8,y
train,swipeleft,james,135,-33.0,0.8,z
train,swipeleft,james,135,-22.0,0.9,x
train,swipeleft,james,135,-34.0,0.9,y
train,swipeleft,james,135,-20.0,0.9,z
train,swipeleft,james,135,-26.0,1.0,x
train,swipeleft,james,135,-7.0,1.0,y
train,swipeleft,james,135,-14.0,1.0,z
train,swipeleft,james,135,-22.0,1.1,x
train,swipeleft,james,135,-6.0,1.1,y
train,swipeleft,james,135,-23.0,1.1,z
train,swipeleft,james,135,-25.0,1.2,x
train,swipeleft,james,135,-9.0,1.2,y
train,swipeleft,james,135,-20.0,1.2,z
train,swipeleft,james,136,-15.0,0.0,x
train,swipeleft,james,136,10.0,0.0,y
train,swipeleft,james,136,-28.0,0.0,z
train,swipeleft,james,136,-19.0,0.1,x
train,swipeleft,james,136,18.0,0.1,y
train,swipeleft,james,136,-22.0,0.1,z
train,swipeleft,james,136,-20.0,0.2,x
train,swipeleft,james,136,20.0,0.2,y
train,swipeleft,james,136,-19.0,0.2,z
train,swipeleft,james,136,-13.0,0.3,x
train,swipeleft,james,136,0.0,0.3,y
train,swipeleft,james,136,-20.0,0.3,z
train,swipeleft,james,136,-17.0,0.4,x
train,swipeleft,james,136,-38.0,0.4,y
train,swipeleft,james,136,-15.0,0.4,z
train,swipeleft,james,136,-22.0,0.5,x
train,swipeleft,james,136,-18.0,0.5,y
train,swipeleft,james,136,-16.0,0.5,z
train,swipeleft,james,136,-24.0,0.6,x
train,swipeleft,james,136,-9.0,0.6,y
train,swipeleft,james,136,-19.0,0.6,z
train,swipeleft,james,136,-23.0,0.7,x
train,swipeleft,james,136,-12.0,0.7,y
train,swipeleft,james,136,-18.0,0.7,z
train,swipeleft,james,136,-23.0,0.8,x
train,swipeleft,james,136,-13.0,0.8,y
train,swipeleft,james,136,-18.0,0.8,z
train,swipeleft,james,136,-23.0,0.9,x
train,swipeleft,james,136,-12.0,0.9,y
train,swipeleft,james,136,-17.0,0.9,z
train,swipeleft,james,136,-22.0,1.0,x
train,swipeleft,james,136,-12.0,1.0,y
train,swipeleft,james,136,-18.0,1.0,z
train,swipeleft,james,137,-10.0,0.0,x
train,swipeleft,james,137,11.0,0.0,y
train,swipeleft,james,137,-33.0,0.0,z
train,swipeleft,james,137,-16.0,0.1,x
train,swipeleft,james,137,11.0,0.1,y
train,swipeleft,james,137,-24.0,0.1,z
train,swipeleft,james,137,-18.0,0.2,x
train,swipeleft,james,137,21.0,0.2,y
train,swipeleft,james,137,-22.0,0.2,z
train,swipeleft,james,137,-15.0,0.3,x
train,swipeleft,james,137,25.0,0.3,y
train,swipeleft,james,137,-15.0,0.3,z
train,swipeleft,james,137,-14.0,0.4,x
train,swipeleft,james,137,-8.0,0.4,y
train,swipeleft,james,137,-18.0,0.4,z
train,swipeleft,james,137,-29.0,0.5,x
train,swipeleft,james,137,-35.0,0.5,y
train,swipeleft,james,137,-15.0,0.5,z
train,swipeleft,james,137,-23.0,0.6,x
train,swipeleft,james,137,-13.0,0.6,y
train,swipeleft,james,137,-17.0,0.6,z
train,swipeleft,james,137,-23.0,0.7,x
train,swipeleft,james,137,-9.0,0.7,y
train,swipeleft,james,137,-21.0,0.7,z
train,swipeleft,james,137,-24.0,0.8,x
train,swipeleft,james,137,-12.0,0.8,y
train,swipeleft,james,137,-18.0,0.8,z
train,swipeleft,james,137,-25.0,0.9,x
train,swipeleft,james,137,-12.0,0.9,y
train,swipeleft,james,137,-15.0,0.9,z
train,swipeleft,james,137,-25.0,1.0,x
train,swipeleft,james,137,-11.0,1.0,y
train,swipeleft,james,137,-15.0,1.0,z
train,swipeleft,james,138,-21.0,0.0,x
train,swipeleft,james,138,-12.0,0.0,y
train,swipeleft,james,138,-19.0,0.0,z
train,swipeleft,james,138,-22.0,0.1,x
train,swipeleft,james,138,-12.0,0.1,y
train,swipeleft,james,138,-18.0,0.1,z
train,swipeleft,james,138,-20.0,0.2,x
train,swipeleft,james,138,-15.0,0.2,y
train,swipeleft,james,138,-17.0,0.2,z
train,swipeleft,james,138,-17.0,0.3,x
train,swipeleft,james,138,-20.0,0.3,y
train,swipeleft,james,138,-19.0,0.3,z
train,swipeleft,james,138,-11.0,0.4,x
train,swipeleft,james,138,-20.0,0.4,y
train,swipeleft,james,138,-22.0,0.4,z
train,swipeleft,james,138,-6.0,0.5,x
train,swipeleft,james,138,-21.0,0.5,y
train,swipeleft,james,138,-38.0,0.5,z
train,swipeleft,james,138,-6.0,0.6,x
train,swipeleft,james,138,0.0,0.6,y
train,swipeleft,james,138,-35.0,0.6,z
train,swipeleft,james,138,-15.0,0.7,x
train,swipeleft,james,138,14.0,0.7,y
train,swipeleft,james,138,-21.0,0.7,z
train,swipeleft,james,138,-20.0,0.8,x
train,swipeleft,james,138,19.0,0.8,y
train,swipeleft,james,138,-19.0,0.8,z
train,swipeleft,james,138,-19.0,0.9,x
train,swipeleft,james,138,32.0,0.9,y
train,swipeleft,james,138,-11.0,0.9,z
train,swipeleft,james,138,-11.0,1.0,x
train,swipeleft,james,138,3.0,1.0,y
train,swipeleft,james,138,-26.0,1.0,z
train,swipeleft,james,138,-27.0,1.1,x
train,swipeleft,james,138,-38.0,1.1,y
train,swipeleft,james,138,-20.0,1.1,z
train,swipeleft,james,138,-23.0,1.2,x
train,swipeleft,james,138,-22.0,1.2,y
train,swipeleft,james,138,-15.0,1.2,z
train,swipeleft,james,138,-22.0,1.3,x
train,swipeleft,james,138,-9.0,1.3,y
train,swipeleft,james,138,-20.0,1.3,z
train,swipeleft,james,139,-22.0,0.0,x
train,swipeleft,james,139,-16.0,0.0,y
train,swipeleft,james,139,-16.0,0.0,z
train,swipeleft,james,139,-20.0,0.1,x
train,swipeleft,james,139,-16.0,0.1,y
train,swipeleft,james,139,-20.0,0.1,z
train,swipeleft,james,139,-13.0,0.2,x
train,swipeleft,james,139,-15.0,0.2,y
train,swipeleft,james,139,-31.0,0.2,z
train,swipeleft,james,139,-2.0,0.3,x
train,swipeleft,james,139,-27.0,0.3,y
train,swipeleft,james,139,-25.0,0.3,z
train,swipeleft,james,139,-15.0,0.4,x
train,swipeleft,james,139,-54.0,0.4,y
train,swipeleft,james,139,6.0,0.4,z
train,swipeleft,james,139,-16.0,0.5,x
train,swipeleft,james,139,-25.0,0.5,y
train,swipeleft,james,139,-6.0,0.5,z
train,swipeleft,james,139,-15.0,0.6,x
train,swipeleft,james,139,-25.0,0.6,y
train,swipeleft,james,139,-11.0,0.6,z
train,swipeleft,james,139,-16.0,0.7,x
train,swipeleft,james,139,-27.0,0.7,y
train,swipeleft,james,139,-11.0,0.7,z
train,swipeleft,james,139,-17.0,0.8,x
train,swipeleft,james,139,-24.0,0.8,y
train,swipeleft,james,139,-9.0,0.8,z
train,swipeleft,james,139,-17.0,0.9,x
train,swipeleft,james,139,-25.0,0.9,y
train,swipeleft,james,139,-9.0,0.9,z
train,swipeleft,james,139,-18.0,1.0,x
train,swipeleft,james,139,-25.0,1.0,y
train,swipeleft,james,139,-8.0,1.0,z
train,swipeleft,james,140,-23.0,0.0,x
train,swipeleft,james,140,-4.0,0.0,y
train,swipeleft,james,140,-26.0,0.0,z
train,swipeleft,james,140,-27.0,0.1,x
train,swipeleft,james,140,-1.0,0.1,y
train,swipeleft,james,140,-18.0,0.1,z
train,swipeleft,james,140,-26.0,0.2,x
train,swipeleft,james,140,-7.0,0.2,y
train,swipeleft,james,140,-20.0,0.2,z
