subset,label,person,id,acceleration,time,dimension
validation,clap2,conor,917,-11.0,0.0,x
validation,clap2,conor,917,33.0,0.0,y
validation,clap2,conor,917,-68.0,0.0,z
validation,clap2,conor,917,-18.0,0.1,x
validation,clap2,conor,917,36.0,0.1,y
validation,clap2,conor,917,-61.0,0.1,z
validation,clap2,conor,917,-27.0,0.2,x
validation,clap2,conor,917,40.0,0.2,y
validation,clap2,conor,917,-44.0,0.2,z
validation,clap2,conor,917,-33.0,0.3,x
validation,clap2,conor,917,40.0,0.3,y
validation,clap2,conor,917,-25.0,0.3,z
validation,clap2,conor,917,-35.0,0.4,x
validation,clap2,conor,917,38.0,0.4,y
validation,clap2,conor,917,-8.0,0.4,z
validation,clap2,conor,917,-34.0,0.5,x
validation,clap2,conor,917,40.0,0.5,y
validation,clap2,conor,917,-6.0,0.5,z
validation,clap2,conor,917,-27.0,0.6,x
validation,clap2,conor,917,51.0,0.6,y
validation,clap2,conor,917,-33.0,0.6,z
validation,clap2,conor,917,-29.0,0.7,x
validation,clap2,conor,917,51.0,0.7,y
validation,clap2,conor,917,-38.0,0.7,z
validation,clap2,conor,917,-40.0,0.8,x
validation,clap2,conor,917,41.0,0.8,y
validation,clap2,conor,917,-14.0,0.8,z
validation,clap2,conor,917,-39.0,0.9,x
validation,clap2,conor,917,44.0,0.9,y
validation,clap2,conor,917,-23.0,0.9,z
validation,clap2,conor,917,-33.0,1.0,x
validation,clap2,conor,917,47.0,1.0,y
validation,clap2,conor,917,-32.0,1.0,z
validation,clap2,conor,917,-40.0,1.1,x
validation,clap2,conor,917,42.0,1.1,y
validation,clap2,conor,917,-16.0,1.1,z
validation,clap2,conor,917,-48.0,1.2,x
validation,clap2,conor,917,38.0,1.2,y
validation,clap2,conor,917,-4.0,1.2,z
validation,clap2,conor,917,-53.0,1.3,x
validation,clap2,conor,917,37.0,1.3,y
validation,clap2,conor,917,-2.0,1.3,z
validation,clap2,conor,917,-52.0,1.4,x
validation,clap2,conor,917,38.0,1.4,y
validation,clap2,conor,917,-9.0,1.4,z
validation,clap2,conor,918,-47.0,0.0,x
validation,clap2,conor,918,40.0,0.0,y
validation,clap2,conor,918,-1.0,0.0,z
validation,clap2,conor,918,-42.0,0.1,x
validation,clap2,conor,918,44.0,0.1,y
validation,clap2,conor,918,-10.0,0.1,z
validation,clap2,conor,918,-37.0,0.2,x
validation,clap2,conor,918,51.0,0.2,y
validation,clap2,conor,918,-28.0,0.2,z
validation,clap2,conor,918,-36.0,0.3,x
validation,clap2,conor,918,53.0,0.3,y
validation,clap2,conor,918,-33.0,0.3,z
validation,clap2,conor,918,-40.0,0.4,x
validation,clap2,conor,918,48.0,0.4,y
validation,clap2,conor,918,-17.0,0.4,z
validation,clap2,conor,918,-44.0,0.5,x
validation,clap2,conor,918,42.0,0.5,y
validation,clap2,conor,918,-2.0,0.5,z
validation,clap2,conor,918,-39.0,0.6,x
validation,clap2,conor,918,46.0,0.6,y
validation,clap2,conor,918,-11.0,0.6,z
validation,clap2,conor,918,-35.0,0.7,x
validation,clap2,conor,918,50.0,0.7,y
validation,clap2,conor,918,-27.0,0.7,z
validation,clap2,conor,918,-38.0,0.8,x
validation,clap2,conor,918,51.0,0.8,y
validation,clap2,conor,918,-29.0,0.8,z
validation,clap2,conor,918,-40.0,0.9,x
validation,clap2,conor,918,53.0,0.9,y
validation,clap2,conor,918,-22.0,0.9,z
validation,clap2,conor,918,-42.0,1.0,x
validation,clap2,conor,918,47.0,1.0,y
validation,clap2,conor,918,-10.0,1.0,z
validation,clap2,conor,919,-44.0,0.0,x
validation,clap2,conor,919,44.0,0.0,y
validation,clap2,conor,919,6.0,0.0,z
validation,clap2,conor,919,-45.0,0.1,x
validation,clap2,conor,919,42.0,0.1,y
validation,clap2,conor,919,13.0,0.1,z
validation,clap2,conor,919,-39.0,0.2,x
validation,clap2,conor,919,50.0,0.2,y
validation,clap2,conor,919,3.0,0.2,z
validation,clap2,conor,919,-34.0,0.3,x
validation,clap2,conor,919,61.0,0.3,y
validation,clap2,conor,919,-15.0,0.3,z
validation,clap2,conor,919,-36.0,0.4,x
validation,clap2,conor,919,58.0,0.4,y
validation,clap2,conor,919,-12.0,0.4,z
validation,clap2,conor,919,-39.0,0.5,x
validation,clap2,conor,919,49.0,0.5,y
validation,clap2,conor,919,4.0,0.5,z
validation,clap2,conor,919,-42.0,0.6,x
validation,clap2,conor,919,41.0,0.6,y
validation,clap2,conor,919,16.0,0.6,z
validation,clap2,conor,919,-34.0,0.7,x
validation,clap2,conor,919,51.0,0.7,y
validation,clap2,conor,919,2.0,0.7,z
validation,clap2,conor,919,-32.0,0.8,x
validation,clap2,conor,919,61.0,0.8,y
validation,clap2,conor,919,-14.0,0.8,z
validation,clap2,conor,919,-38.0,0.9,x
validation,clap2,conor,919,59.0,0.9,y
validation,clap2,conor,919,-10.0,0.9,z
validation,clap2,conor,919,-39.0,1.0,x
validation,clap2,conor,919,55.0,1.0,y
validation,clap2,conor,919,-4.0,1.0,z
validation,clap2,conor,919,-40.0,1.1,x
validation,clap2,conor,919,47.0,1.1,y
validation,clap2,conor,919,6.0,1.1,z
validation,random,conor,920,16.0,0.0,x
validation,random,conor,920,69.0,0.0,y
validation,random,conor,920,-20.0,0.0,z
validation,random,conor,920,11.0,0.1,x
validation,random,conor,920,54.0,0.1,y
validation,random,conor,920,-33.0,0.1,z
validation,random,conor,920,8.0,0.2,x
validation,random,conor,920,39.0,0.2,y
validation,random,conor,920,-47.0,0.2,z
validation,random,conor,920,8.0,0.3,x
validation,random,conor,920,27.0,0.3,y
validation,random,conor,920,-42.0,0.3,z
validation,random,conor,920,8.0,0.4,x
validation,random,conor,920,34.0,0.4,y
validation,random,conor,920,-19.0,0.4,z
validation,random,conor,920,10.0,0.5,x
validation,random,conor,920,46.0,0.5,y
validation,random,conor,920,2.0,0.5,z
validation,random,conor,920,12.0,0.6,x
validation,random,conor,920,50.0,0.6,y
validation,random,conor,920,24.0,0.6,z
validation,random,conor,920,5.0,0.7,x
validation,random,conor,920,46.0,0.7,y
validation,random,conor,920,50.0,0.7,z
validation,random,conor,920,-3.0,0.8,x
validation,random,conor,920,41.0,0.8,y
validation,random,conor,920,57.0,0.8,z
validation,random,conor,920,-3.0,0.9,x
validation,random,conor,920,41.0,0.9,y
validation,random,conor,920,50.0,0.9,z
validation,random,conor,920,0.0,1.0,x
validation,random,conor,920,41.0,1.0,y
validation,random,conor,920,53.0,1.0,z
validation,random,conor,921,-1.0,0.0,x
validation,random,conor,921,50.0,0.0,y
validation,random,conor,921,48.0,0.0,z
validation,random,conor,921,3.0,0.1,x
validation,random,conor,921,68.0,0.1,y
validation,random,conor,921,50.0,0.1,z
validation,random,conor,921,9.0,0.2,x
validation,random,conor,921,69.0,0.2,y
validation,random,conor,921,35.0,0.2,z
validation,random,conor,921,15.0,0.3,x
validation,random,conor,921,41.0,0.3,y
validation,random,conor,921,5.0,0.3,z
validation,random,conor,921,15.0,0.4,x
validation,random,conor,921,9.0,0.4,y
validation,random,conor,921,-50.0,0.4,z
validation,random,conor,921,6.0,0.5,x
validation,random,conor,921,6.0,0.5,y
validation,random,conor,921,-60.0,0.5,z
validation,random,conor,921,0.0,0.6,x
validation,random,conor,921,4.0,0.6,y
validation,random,conor,921,-54.0,0.6,z
validation,random,conor,921,-11.0,0.7,x
validation,random,conor,921,17.0,0.7,y
validation,random,conor,921,-30.0,0.7,z
validation,random,conor,921,-25.0,0.8,x
validation,random,conor,921,38.0,0.8,y
validation,random,conor,921,-7.0,0.8,z
validation,random,conor,921,-34.0,0.9,x
validation,random,conor,921,43.0,0.9,y
validation,random,conor,921,6.0,0.9,z
validation,random,conor,921,-38.0,1.0,x
validation,random,conor,921,37.0,1.0,y
validation,random,conor,921,18.0,1.0,z
validation,random,conor,921,-38.0,1.1,x
validation,random,conor,921,29.0,1.1,y
validation,random,conor,921,28.0,1.1,z
validation,random,conor,921,-32.0,1.2,x
validation,random,conor,921,28.0,1.2,y
validation,random,conor,921,28.0,1.2,z
validation,random,conor,922,40.0,0.0,x
validation,random,conor,922,39.0,0.0,y
validation,random,conor,922,45.0,0.0,z
validation,random,conor,922,45.0,0.1,x
validation,random,conor,922,37.0,0.1,y
validation,random,conor,922,38.0,0.1,z
validation,random,conor,922,52.0,0.2,x
validation,random,conor,922,38.0,0.2,y
validation,random,conor,922,36.0,0.2,z
validation,random,conor,922,58.0,0.3,x
validation,random,conor,922,40.0,0.3,y
validation,random,conor,922,38.0,0.3,z
validation,random,conor,922,63.0,0.4,x
validation,random,conor,922,40.0,0.4,y
validation,random,conor,922,35.0,0.4,z
validation,random,conor,922,69.0,0.5,x
validation,random,conor,922,36.0,0.5,y
validation,random,conor,922,19.0,0.5,z
validation,random,conor,922,71.0,0.6,x
validation,random,conor,922,25.0,0.6,y
validation,random,conor,922,-5.0,0.6,z
validation,random,conor,922,62.0,0.7,x
validation,random,conor,922,11.0,0.7,y
validation,random,conor,922,1.0,0.7,z
validation,random,conor,922,56.0,0.8,x
validation,random,conor,922,11.0,0.8,y
validation,random,conor,922,12.0,0.8,z
validation,random,conor,922,57.0,0.9,x
validation,random,conor,922,22.0,0.9,y
validation,random,conor,922,6.0,0.9,z
validation,random,conor,922,60.0,1.0,x
validation,random,conor,922,29.0,1.0,y
validation,random,conor,922,7.0,1.0,z
validation,random,conor,923,14.0,0.0,x
validation,random,conor,923,40.0,0.0,y
validation,random,conor,923,47.0,0.0,z
validation,random,conor,923,12.0,0.1,x
validation,random,conor,923,54.0,0.1,y
validation,random,conor,923,51.0,0.1,z
validation,random,conor,923,11.0,0.2,x
validation,random,conor,923,57.0,0.2,y
validation,random,conor,923,46.0,0.2,z
validation,random,conor,923,5.0,0.3,x
validation,random,conor,923,44.0,0.3,y
validation,random,conor,923,22.0,0.3,z
validation,random,conor,923,-1.0,0.4,x
validation,random,conor,923,40.0,0.4,y
validation,random,conor,923,-6.0,0.4,z
validation,random,conor,923,-2.0,0.5,x
validation,random,conor,923,39.0,0.5,y
validation,random,conor,923,-27.0,0.5,z
validation,random,conor,923,-3.0,0.6,x
validation,random,conor,923,39.0,0.6,y
validation,random,conor,923,-36.0,0.6,z
validation,random,conor,923,-5.0,0.7,x
validation,random,conor,923,42.0,0.7,y
validation,random,conor,923,-32.0,0.7,z
validation,random,conor,923,-7.0,0.8,x
validation,random,conor,923,54.0,0.8,y
validation,random,conor,923,-18.0,0.8,z
validation,random,conor,923,-7.0,0.9,x
validation,random,conor,923,64.0,0.9,y
validation,random,conor,923,0.0,0.9,z
validation,random,conor,923,-7.0,1.0,x
validation,random,conor,923,64.0,1.0,y
validation,random,conor,923,12.0,1.0,z
validation,random,conor,923,-8.0,1.1,x
validation,random,conor,923,62.0,1.1,y
validation,random,conor,923,16.0,1.1,z
validation,random,conor,923,-7.0,1.2,x
validation,random,conor,923,60.0,1.2,y
validation,random,conor,923,18.0,1.2,z
validation,random,conor,924,37.0,0.0,x
validation,random,conor,924,35.0,0.0,y
validation,random,conor,924,-39.0,0.0,z
validation,random,conor,924,38.0,0.1,x
validation,random,conor,924,27.0,0.1,y
validation,random,conor,924,-38.0,0.1,z
validation,random,conor,924,40.0,0.2,x
validation,random,conor,924,23.0,0.2,y
validation,random,conor,924,-40.0,0.2,z
validation,random,conor,924,51.0,0.3,x
validation,random,conor,924,28.0,0.3,y
validation,random,conor,924,-26.0,0.3,z
validation,random,conor,924,50.0,0.4,x
validation,random,conor,924,43.0,0.4,y
validation,random,conor,924,-5.0,0.4,z
validation,random,conor,924,39.0,0.5,x
validation,random,conor,924,56.0,0.5,y
validation,random,conor,924,0.0,0.5,z
validation,random,conor,924,31.0,0.6,x
validation,random,conor,924,42.0,0.6,y
validation,random,conor,924,11.0,0.6,z
validation,random,conor,924,29.0,0.7,x
validation,random,conor,924,33.0,0.7,y
validation,random,conor,924,22.0,0.7,z
validation,random,conor,924,36.0,0.8,x
validation,random,conor,924,43.0,0.8,y
validation,random,conor,924,25.0,0.8,z
validation,random,conor,924,46.0,0.9,x
validation,random,conor,924,55.0,0.9,y
validation,random,conor,924,24.0,0.9,z
validation,random,conor,924,56.0,1.0,x
validation,random,conor,924,66.0,1.0,y
validation,random,conor,924,-1.0,1.0,z
validation,random,conor,924,57.0,1.1,x
validation,random,conor,924,63.0,1.1,y
validation,random,conor,924,-12.0,1.1,z
validation,random,conor,924,51.0,1.2,x
validation,random,conor,924,51.0,1.2,y
validation,random,conor,924,3.0,1.2,z
validation,random,conor,924,48.0,1.3,x
validation,random,conor,924,45.0,1.3,y
validation,random,conor,924,7.0,1.3,z
validation,random,conor,924,47.0,1.4,x
validation,random,conor,924,46.0,1.4,y
validation,random,conor,924,6.0,1.4,z
validation,random,conor,924,46.0,1.5,x
validation,random,conor,924,55.0,1.5,y
validation,random,conor,924,1.0,1.5,z
validation,random,conor,925,40.0,0.0,x
validation,random,conor,925,39.0,0.0,y
validation,random,conor,925,-57.0,0.0,z
validation,random,conor,925,33.0,0.1,x
validation,random,conor,925,45.0,0.1,y
validation,random,conor,925,-58.0,0.1,z
validation,random,conor,925,17.0,0.2,x
validation,random,conor,925,43.0,0.2,y
validation,random,conor,925,-57.0,0.2,z
validation,random,conor,925,3.0,0.3,x
validation,random,conor,925,34.0,0.3,y
validation,random,conor,925,-53.0,0.3,z
validation,random,conor,925,-5.0,0.4,x
validation,random,conor,925,23.0,0.4,y
validation,random,conor,925,-46.0,0.4,z
validation,random,conor,925,-14.0,0.5,x
validation,random,conor,925,6.0,0.5,y
validation,random,conor,925,-37.0,0.5,z
validation,random,conor,925,-19.0,0.6,x
validation,random,conor,925,-2.0,0.6,y
validation,random,conor,925,-36.0,0.6,z
validation,random,conor,925,-7.0,0.7,x
validation,random,conor,925,6.0,0.7,y
validation,random,conor,925,-47.0,0.7,z
validation,random,conor,925,9.0,0.8,x
validation,random,conor,925,24.0,0.8,y
validation,random,conor,925,-61.0,0.8,z
validation,random,conor,925,13.0,0.9,x
validation,random,conor,925,37.0,0.9,y
validation,random,conor,925,-60.0,0.9,z
validation,random,conor,925,11.0,1.0,x
validation,random,conor,925,32.0,1.0,y
validation,random,conor,925,-54.0,1.0,z
validation,random,conor,925,6.0,1.1,x
validation,random,conor,925,31.0,1.1,y
validation,random,conor,925,-56.0,1.1,z
validation,random,conor,926,64.0,0.0,x
validation,random,conor,926,21.0,0.0,y
validation,random,conor,926,-9.0,0.0,z
validation,random,conor,926,62.0,0.1,x
validation,random,conor,926,18.0,0.1,y
validation,random,conor,926,-21.0,0.1,z
validation,random,conor,926,62.0,0.2,x
validation,random,conor,926,25.0,0.2,y
validation,random,conor,926,-33.0,0.2,z
validation,random,conor,926,60.0,0.3,x
validation,random,conor,926,43.0,0.3,y
validation,random,conor,926,-39.0,0.3,z
validation,random,conor,926,50.0,0.4,x
validation,random,conor,926,49.0,0.4,y
validation,random,conor,926,-41.0,0.4,z
validation,random,conor,926,31.0,0.5,x
validation,random,conor,926,41.0,0.5,y
validation,random,conor,926,-45.0,0.5,z
validation,random,conor,926,14.0,0.6,x
validation,random,conor,926,31.0,0.6,y
validation,random,conor,926,-37.0,0.6,z
validation,random,conor,926,0.0,0.7,x
validation,random,conor,926,18.0,0.7,y
validation,random,conor,926,-27.0,0.7,z
validation,random,conor,926,-14.0,0.8,x
validation,random,conor,926,13.0,0.8,y
validation,random,conor,926,-33.0,0.8,z
validation,random,conor,926,-25.0,0.9,x
validation,random,conor,926,12.0,0.9,y
validation,random,conor,926,-41.0,0.9,z
validation,random,conor,926,-32.0,1.0,x
validation,random,conor,926,12.0,1.0,y
validation,random,conor,926,-46.0,1.0,z
validation,random,conor,927,55.0,0.0,x
validation,random,conor,927,22.0,0.0,y
validation,random,conor,927,3.0,0.0,z
validation,random,conor,927,59.0,0.1,x
validation,random,conor,927,22.0,0.1,y
validation,random,conor,927,-5.0,0.1,z
validation,random,conor,927,66.0,0.2,x
validation,random,conor,927,18.0,0.2,y
validation,random,conor,927,-24.0,0.2,z
validation,random,conor,927,68.0,0.3,x
validation,random,conor,927,23.0,0.3,y
validation,random,conor,927,-35.0,0.3,z
validation,random,conor,927,67.0,0.4,x
validation,random,conor,927,23.0,0.4,y
validation,random,conor,927,-26.0,0.4,z
validation,random,conor,927,65.0,0.5,x
validation,random,conor,927,18.0,0.5,y
validation,random,conor,927,-7.0,0.5,z
validation,random,conor,927,49.0,0.6,x
validation,random,conor,927,40.0,0.6,y
validation,random,conor,927,21.0,0.6,z
validation,random,conor,927,43.0,0.7,x
validation,random,conor,927,39.0,0.7,y
validation,random,conor,927,30.0,0.7,z
validation,random,conor,927,35.0,0.8,x
validation,random,conor,927,36.0,0.8,y
validation,random,conor,927,34.0,0.8,z
validation,random,conor,927,29.0,0.9,x
validation,random,conor,927,36.0,0.9,y
validation,random,conor,927,35.0,0.9,z
test,swiperight,james,928,-10.0,0.0,x
test,swiperight,james,928,-20.0,0.0,y
test,swiperight,james,928,-23.0,0.0,z
test,swiperight,james,928,-12.0,0.1,x
test,swiperight,james,928,-26.0,0.1,y
test,swiperight,james,928,-21.0,0.1,z
test,swiperight,james,928,-15.0,0.2,x
test,swiperight,james,928,-29.0,0.2,y
test,swiperight,james,928,-19.0,0.2,z
test,swiperight,james,928,-18.0,0.3,x
test,swiperight,james,928,-20.0,0.3,y
test,swiperight,james,928,-13.0,0.3,z
test,swiperight,james,928,-23.0,0.4,x
test,swiperight,james,928,-19.0,0.4,y
test,swiperight,james,928,-5.0,0.4,z
test,swiperight,james,928,-14.0,0.5,x
test,swiperight,james,928,-36.0,0.5,y
test,swiperight,james,928,-15.0,0.5,z
test,swiperight,james,928,5.0,0.6,x
test,swiperight,james,928,-3.0,0.6,y
test,swiperight,james,928,-31.0,0.6,z
test,swiperight,james,928,-23.0,0.7,x
test,swiperight,james,928,-1.0,0.7,y
test,swiperight,james,928,-33.0,0.7,z
test,swiperight,james,928,-21.0,0.8,x
test,swiperight,james,928,-3.0,0.8,y
test,swiperight,james,928,-25.0,0.8,z
test,swiperight,james,928,-19.0,0.9,x
test,swiperight,james,928,0.0,0.9,y
test,swiperight,james,928,-24.0,0.9,z
test,swiperight,james,928,-20.0,1.0,x
test,swiperight,james,928,2.0,1.0,y
test,swiperight,james,928,-24.0,1.0,z
test,swiperight,james,929,-9.0,0.0,x
test,swiperight,james,929,-33.0,0.0,y
test,swiperight,james,929,3.0,0.0,z
test,swiperight,james,929,-10.0,0.1,x
test,swiperight,james,929,-34.0,0.1,y
test,swiperight,james,929,15.0,0.1,z
test,swiperight,james,929,-11.0,0.2,x
test,swiperight,james,929,-27.0,0.2,y
test,swiperight,james,929,24.0,0.2,z
test,swiperight,james,929,-10.0,0.3,x
test,swiperight,james,929,-24.0,0.3,y
test,swiperight,james,929,27.0,0.3,z
test,swiperight,james,929,-10.0,0.4,x
test,swiperight,james,929,-29.0,0.4,y
test,swiperight,james,929,10.0,0.4,z
test,swiperight,james,929,6.0,0.5,x
test,swiperight,james,929,4.0,0.5,y
test,swiperight,james,929,9.0,0.5,z
test,swiperight,james,929,3.0,0.6,x
test,swiperight,james,929,9.0,0.6,y
test,swiperight,james,929,-41.0,0.6,z
test,swiperight,james,929,-12.0,0.7,x
test,swiperight,james,929,-13.0,0.7,y
test,swiperight,james,929,-27.0,0.7,z
test,swiperight,james,929,-13.0,0.8,x
test,swiperight,james,929,-3.0,0.8,y
test,swiperight,james,929,-27.0,0.8,z
test,swiperight,james,929,-14.0,0.9,x
test,swiperight,james,929,-10.0,0.9,y
test,swiperight,james,929,-31.0,0.9,z
test,swiperight,james,929,-14.0,1.0,x
test,swiperight,james,929,-12.0,1.0,y
test,swiperight,james,929,-28.0,1.0,z
test,swiperight,james,929,-14.0,1.1,x
test,swiperight,james,929,-12.0,1.1,y
test,swiperight,james,929,-27.0,1.1,z
test,swiperight,james,930,-18.0,0.0,x
test,swiperight,james,930,-1.0,0.0,y
test,swiperight,james,930,-23.0,0.0,z
test,swiperight,james,930,-13.0,0.1,x
test,swiperight,james,930,-6.0,0.1,y
test,swiperight,james,930,-23.0,0.1,z
test,swiperight,james,930,-10.0,0.2,x
test,swiperight,james,930,-22.0,0.2,y
test,swiperight,james,930,-20.0,0.2,z
test,swiperight,james,930,-10.0,0.3,x
test,swiperight,james,930,-41.0,0.3,y
test,swiperight,james,930,-15.0,0.3,z
test,swiperight,james,930,-16.0,0.4,x
test,swiperight,james,930,-29.0,0.4,y
test,swiperight,james,930,-13.0,0.4,z
test,swiperight,james,930,-17.0,0.5,x
test,swiperight,james,930,-23.0,0.5,y
test,swiperight,james,930,-8.0,0.5,z
test,swiperight,james,930,-11.0,0.6,x
test,swiperight,james,930,-42.0,0.6,y
test,swiperight,james,930,-22.0,0.6,z
test,swiperight,james,930,-13.0,0.7,x
test,swiperight,james,930,-6.0,0.7,y
test,swiperight,james,930,-3.0,0.7,z
test,swiperight,james,930,-12.0,0.8,x
test,swiperight,james,930,12.0,0.8,y
test,swiperight,james,930,-39.0,0.8,z
test,swiperight,james,930,-23.0,0.9,x
test,swiperight,james,930,-5.0,0.9,y
test,swiperight,james,930,-26.0,0.9,z
test,swiperight,james,930,-21.0,1.0,x
test,swiperight,james,930,-5.0,1.0,y
test,swiperight,james,930,-22.0,1.0,z
test,swiperight,james,930,-22.0,1.1,x
test,swiperight,james,930,-3.0,1.1,y
test,swiperight,james,930,-24.0,1.1,z
test,swiperight,james,930,-20.0,1.2,x
test,swiperight,james,930,-4.0,1.2,y
test,swiperight,james,930,-26.0,1.2,z
test,swiperight,james,931,-14.0,0.0,x
test,swiperight,james,931,-34.0,0.0,y
test,swiperight,james,931,-14.0,0.0,z
test,swiperight,james,931,-13.0,0.1,x
test,swiperight,james,931,-34.0,0.1,y
test,swiperight,james,931,-10.0,0.1,z
test,swiperight,james,931,-17.0,0.2,x
test,swiperight,james,931,-28.0,0.2,y
test,swiperight,james,931,-10.0,0.2,z
test,swiperight,james,931,-18.0,0.3,x
test,swiperight,james,931,-23.0,0.3,y
test,swiperight,james,931,-12.0,0.3,z
test,swiperight,james,931,-14.0,0.4,x
test,swiperight,james,931,-29.0,0.4,y
test,swiperight,james,931,-23.0,0.4,z
test,swiperight,james,931,-25.0,0.5,x
test,swiperight,james,931,-7.0,0.5,y
test,swiperight,james,931,8.0,0.5,z
test,swiperight,james,931,-7.0,0.6,x
test,swiperight,james,931,-18.0,0.6,y
test,swiperight,james,931,-29.0,0.6,z
test,swiperight,james,931,-26.0,0.7,x
test,swiperight,james,931,12.0,0.7,y
test,swiperight,james,931,-22.0,0.7,z
test,swiperight,james,931,-24.0,0.8,x
test,swiperight,james,931,-9.0,0.8,y
test,swiperight,james,931,-19.0,0.8,z
test,swiperight,james,931,-25.0,0.9,x
test,swiperight,james,931,-8.0,0.9,y
test,swiperight,james,931,-20.0,0.9,z
test,swiperight,james,931,-24.0,1.0,x
test,swiperight,james,931,-5.0,1.0,y
test,swiperight,james,931,-21.0,1.0,z
test,swiperight,james,931,-23.0,1.1,x
test,swiperight,james,931,-5.0,1.1,y
test,swiperight,james,931,-22.0,1.1,z
test,swiperight,james,932,-5.0,0.0,x
test,swiperight,james,932,-44.0,0.0,y
test,swiperight,james,932,9.0,0.0,z
test,swiperight,james,932,-8.0,0.1,x
test,swiperight,james,932,-37.0,0.1,y
test,swiperight,james,932,10.0,0.1,z
test,swiperight,james,932,-14.0,0.2,x
test,swiperight,james,932,-26.0,0.2,y
test,swiperight,james,932,11.0,0.2,z
test,swiperight,james,932,1.0,0.3,x
test,swiperight,james,932,-29.0,0.3,y
test,swiperight,james,932,11.0,0.3,z
test,swiperight,james,932,-22.0,0.4,x
test,swiperight,james,932,-47.0,0.4,y
test,swiperight,james,932,4.0,0.4,z
test,swiperight,james,932,7.0,0.5,x
test,swiperight,james,932,25.0,0.5,y
test,swiperight,james,932,-29.0,0.5,z
test,swiperight,james,932,-17.0,0.6,x
test,swiperight,james,932,-13.0,0.6,y
test,swiperight,james,932,-22.0,0.6,z
test,swiperight,james,932,-16.0,0.7,x
test,swiperight,james,932,-13.0,0.7,y
test,swiperight,james,932,-29.0,0.7,z
test,swiperight,james,932,-15.0,0.8,x
test,swiperight,james,932,-13.0,0.8,y
test,swiperight,james,932,-27.0,0.8,z
test,swiperight,james,932,-15.0,0.9,x
test,swiperight,james,932,-14.0,0.9,y
test,swiperight,james,932,-25.0,0.9,z
test,swiperight,james,932,-16.0,1.0,x
test,swiperight,james,932,-14.0,1.0,y
test,swiperight,james,932,-24.0,1.0,z
test,swiperight,james,932,-16.0,1.1,x
test,swiperight,james,932,-15.0,1.1,y
test,swiperight,james,932,-24.0,1.1,z
test,swiperight,james,933,0.0,0.0,x
test,swiperight,james,933,-27.0,0.0,y
test,swiperight,james,933,-16.0,0.0,z
test,swiperight,james,933,0.0,0.1,x
test,swiperight,james,933,-33.0,0.1,y
test,swiperight,james,933,-15.0,0.1,z
test,swiperight,james,933,0.0,0.2,x
test,swiperight,james,933,-25.0,0.2,y
test,swiperight,james,933,-13.0,0.2,z
test,swiperight,james,933,-2.0,0.3,x
test,swiperight,james,933,-24.0,0.3,y
test,swiperight,james,933,-16.0,0.3,z
test,swiperight,james,933,-13.0,0.4,x
test,swiperight,james,933,-48.0,0.4,y
test,swiperight,james,933,-7.0,0.4,z
test,swiperight,james,933,-9.0,0.5,x
test,swiperight,james,933,-41.0,0.5,y
test,swiperight,james,933,16.0,0.5,z
test,swiperight,james,933,-7.0,0.6,x
test,swiperight,james,933,-28.0,0.6,y
test,swiperight,james,933,7.0,0.6,z
test,swiperight,james,933,28.0,0.7,x
test,swiperight,james,933,19.0,0.7,y
test,swiperight,james,933,-25.0,0.7,z
test,swiperight,james,933,2.0,0.8,x
test,swiperight,james,933,-9.0,0.8,y
test,swiperight,james,933,-23.0,0.8,z
test,swiperight,james,933,-1.0,0.9,x
test,swiperight,james,933,-16.0,0.9,y
test,swiperight,james,933,-26.0,0.9,z
test,swiperight,james,933,2.0,1.0,x
test,swiperight,james,933,-23.0,1.0,y
test,swiperight,james,933,-25.0,1.0,z
test,swiperight,james,933,5.0,1.1,x
test,swiperight,james,933,-35.0,1.1,y
test,swiperight,james,933,-27.0,1.1,z
test,swiperight,james,934,-11.0,0.0,x
test,swiperight,james,934,-35.0,0.0,y
test,swiperight,james,934,7.0,0.0,z
test,swiperight,james,934,-12.0,0.1,x
test,swiperight,james,934,-30.0,0.1,y
test,swiperight,james,934,10.0,0.1,z
test,swiperight,james,934,0.0,0.2,x
test,swiperight,james,934,-32.0,0.2,y
test,swiperight,james,934,5.0,0.2,z
test,swiperight,james,934,6.0,0.3,x
test,swiperight,james,934,-45.0,0.3,y
test,swiperight,james,934,-19.0,0.3,z
test,swiperight,james,934,-1.0,0.4,x
test,swiperight,james,934,28.0,0.4,y
test,swiperight,james,934,-28.0,0.4,z
test,swiperight,james,934,-14.0,0.5,x
test,swiperight,james,934,-14.0,0.5,y
test,swiperight,james,934,-23.0,0.5,z
test,swiperight,james,934,-16.0,0.6,x
test,swiperight,james,934,-14.0,0.6,y
test,swiperight,james,934,-25.0,0.6,z
test,swiperight,james,934,-16.0,0.7,x
test,swiperight,james,934,-14.0,0.7,y
test,swiperight,james,934,-26.0,0.7,z
test,swiperight,james,934,-14.0,0.8,x
test,swiperight,james,934,-16.0,0.8,y
test,swiperight,james,934,-26.0,0.8,z
test,swiperight,james,934,-11.0,0.9,x
test,swiperight,james,934,-16.0,0.9,y
test,swiperight,james,934,-24.0,0.9,z
test,swiperight,james,934,-10.0,1.0,x
test,swiperight,james,934,-15.0,1.0,y
test,swiperight,james,934,-23.0,1.0,z
test,swiperight,james,935,-14.0,0.0,x
test,swiperight,james,935,-21.0,0.0,y
test,swiperight,james,935,-21.0,0.0,z
